,LONGITUDE,LATITUDE,NUMBER_OF_PERSONS_INJURED
919051,-73.9802186,40.6150052,0
587479,-73.9105484,40.6575246,0
976905,-73.810322,40.6670811,1
486955,-73.9571303,40.6884631,0
16658,-73.94186,40.851818,0
541199,-73.8064642,40.6984091,0
991538,-73.9413524,40.8018664,0
77993,-73.9272013,40.8741512,1
729030,-73.9720063,40.6322738,0
667140,-73.9623122,40.7197689,0
250826,-73.8839853,40.8049519,0
696888,-73.8259851,40.7483098,0
612518,-74.0097367,40.6456658,0
563482,-73.8366945,40.7816495,0
568376,-73.9934636,40.7521904,0
897522,-73.8262226,40.8343549,0
906495,-73.9634255,40.7618573,0
64220,-73.7119312,40.7365558,2
832490,-73.8417489,40.7121127,0
348089,-73.9840137,40.5901544,0
64202,-73.8677857,40.7445145,0
448188,-73.7857186,40.7629209,0
681962,-73.8565294,40.6859635,0
546973,-73.8190924,40.7533853,0
550840,-73.8574836,40.6781722,1
216594,-73.9835497,40.7342607,3
94093,-74.0016664,40.7095234,1
11680,-73.762505,40.60664,1
363992,-73.9059739,40.640237,3
940318,-73.9534701,40.7302699,0
713747,-73.9472285,40.6750535,3
689410,-74.0057798,40.7256734,2
368889,-73.918015,40.6702714,0
19018,-73.91369,40.83226,0
430522,-73.9305396,40.7265097,0
509000,-73.9823647,40.7673924,2
44073,-73.9645308,40.7672346,1
969115,-73.7137011,40.7361595,0
494662,-73.990946,40.7396742,1
530341,-73.8836235,40.8672566,0
291564,-73.820878,40.6705427,0
221500,-73.8612312,40.6669479,0
567058,-74.0847251,40.5996982,0
856321,-73.8960143,40.7352388,1
5719,-73.90719,40.68556,0
276244,-73.975589,40.6870851,0
98320,-73.8164151,40.7098656,0
890388,-73.9702235,40.5905415,0
910789,-73.8200424,40.6916433,0
976859,-73.9486777,40.8156923,2
978052,-73.9123973,40.6163899,0
395122,-73.7826497,40.6670766,1
395163,-74.0117465,40.7223244,0
28100,-73.95089,40.818394,0
668016,-73.9167319,40.869319,0
689648,-73.9422665,40.7016369,1
882870,-73.9310841,40.6582963,1
602457,-73.9648003,40.715046,0
484247,-73.9955453,40.764627,0
653947,-73.9661334,40.6896738,0
8234,-73.761955,40.717056,0
326164,-73.9138458,40.8336934,0
456197,-73.8423577,40.7155198,0
772554,-73.8926861,40.8323444,0
452470,-73.7600656,40.7031415,0
537745,-73.7484927,40.6111443,0
106834,-73.8654089,40.6519753,0
999333,-73.9275386,40.6772496,1
45022,-73.9426118,40.6649477,0
592287,-73.8647387,40.6917127,0
768465,-73.9555646,40.8194253,0
917268,-73.7981052,40.68511,0
569227,-73.903851,40.8281961,0
908173,-74.1593818,40.5408333,0
416404,-73.8875661,40.8555543,0
351917,-73.9189434,40.8644625,1
320242,-74.0051756,40.7514055,0
582310,-73.8254559,40.7120013,0
51694,-73.9490078,40.8233146,0
469624,-73.9481706,40.7246381,0
377686,-73.738228,40.6686304,0
863803,-74.1216062,40.5735565,1
841086,-73.9967485,40.5956424,0
602707,-73.7777101,40.7220991,1
353807,-73.9549775,40.688712,0
697454,-73.8518966,40.7441795,0
17399,-73.8686,40.73261,0
716167,-73.9720779,40.5903416,0
44040,-73.9261378,40.6628331,0
270699,-74.0811029,40.617789,0
567441,-73.9089607,40.7434703,0
800025,-73.9870157,40.7610362,2
100370,-73.8824872,40.7552899,3
28007,-73.758156,40.665634,1
484845,-73.7962822,40.7401229,1
146983,-73.9208602,40.805435,1
11672,-73.9222,40.760475,0
835699,-74.0126478,40.6428659,0
528119,-73.9077931,40.760517,0
860941,-73.8421578,40.7009037,1
995553,-73.8347991,40.7475728,4
749802,-74.0852059,40.6293142,1
653962,-73.9235892,40.7070278,0
531704,-74.0063331,40.7396305,0
470180,-73.7594537,40.7017816,0
764556,-73.90971,40.7497536,0
948998,-73.8840574,40.7345494,2
676334,-73.9257853,40.6815715,1
754813,-73.9944266,40.7169671,1
682807,-73.9804719,40.7831606,0
496516,-73.9610528,40.8068207,2
998264,-73.7860479,40.7525381,0
269110,-73.9464798,40.7948616,0
234323,-73.8704901,40.7196775,0
17657,-74.02455,40.624847,0
433384,-73.8700694,40.8965911,0
982328,-73.9991446,40.754584,0
543332,-73.9182799,40.7835752,0
427299,-73.966775,40.6322943,1
465201,-73.818411,40.6948631,2
45809,-73.907745,40.65794,0
46323,-73.888382,40.668789,0
942111,-73.9414991,40.6144102,0
981100,-73.8152441,40.7042012,0
972516,-73.882203,40.6853613,1
564532,-73.9305383,40.8536861,1
904919,-73.7599852,40.7144361,0
985517,-73.990759,40.7609926,0
896673,-73.8617067,40.8461393,0
799462,-73.7890744,40.6903857,0
457358,-73.9926041,40.7241363,0
788071,-73.817832,40.739659,1
957430,-73.9441849,40.6847054,0
484020,-73.9375408,40.7887968,0
941113,-73.9306435,40.7266047,0
934688,-74.1698275,40.5610915,0
971984,-73.7342953,40.7425075,0
771055,-73.9444984,40.7152274,2
732309,-73.8986871,40.8308375,0
734336,-73.8036933,40.7625055,0
462404,-73.9468394,40.7290319,0
449223,-73.8760673,40.7565375,1
962558,-73.8414531,40.7090458,1
526822,-73.8681791,40.8229458,0
670988,-73.9204005,40.8220605,3
949957,-73.8937569,40.7297801,0
250683,-74.2177725,40.5532456,0
884194,-74.0309361,40.6056732,0
321025,-73.8668523,40.7348217,0
394622,-73.8414102,40.7816918,1
89209,-73.8961904,40.6731495,0
714492,-73.8126461,40.7508196,0
496376,-73.8300388,40.7429662,0
661289,-73.8965724,40.705766,0
760706,-73.9789645,40.7113672,0
64247,-73.975513,40.7173406,1
17988,-73.800995,40.69248,2
862359,-74.0211036,40.6415089,0
913167,-73.9580577,40.7217327,0
889666,-74.1330983,40.6342532,0
427847,-73.8501426,40.7493385,1
257442,-73.9068519,40.8707826,3
579444,-73.9910308,40.6998478,1
954134,-73.8097661,40.6837904,0
779957,-73.9924897,40.7150813,0
696901,-73.9770181,40.7138769,0
579006,-73.9590084,40.7186369,0
577753,-73.8596365,40.7104205,0
720948,-73.8117233,40.666692,2
351161,-73.981,40.6283094,1
838069,-73.7629282,40.7612459,1
660200,-73.8819394,40.6713407,0
341638,-73.9184694,40.8617723,0
658856,-73.8971135,40.6212984,0
935821,-73.9341933,40.8531997,1
928775,-73.9700187,40.6217937,0
749297,-73.9751095,40.7353901,0
17387,-73.85822,40.7056,0
655587,-73.9520675,40.6286468,0
477174,-73.8808552,40.6627814,0
30707,-73.72985,40.665558,0
933514,-73.8022829,40.6649967,1
26282,-73.919106,40.8541,0
345064,-73.961304,40.57976,0
270181,-74.0032536,40.6381043,2
766471,-73.8639204,40.6739421,0
262785,-73.9152009,40.7356626,2
330058,-73.9434848,40.7960734,0
39673,-74.10081,40.610107,1
267994,-73.9440837,40.809693,0
65451,-73.8598325,40.895086,0
390392,-73.9050772,40.8171606,0
325146,-73.874567,40.6849552,2
44741,-73.8745935,40.841521,0
388247,-73.7891291,40.7654551,0
511023,-73.8853941,40.7608454,0
849610,-73.9100022,40.6483539,0
324415,-73.9207721,40.8619359,0
726004,-73.9529911,40.5858119,0
28551,-73.920135,40.66112,1
815776,-73.7804303,40.6851188,0
35923,-73.9105,40.830738,1
33736,-73.834274,40.685326,0
459598,-73.9303642,40.7644907,0
66947,-73.8632192,40.7027616,2
756108,-73.9084987,40.8538162,1
720120,-73.9600159,40.6448523,3
623862,-73.8821335,40.8353383,0
915056,-74.010259,40.6210313,0
60999,-73.7809498,40.6773548,0
712592,-73.7423809,40.6655527,1
964141,-74.1552911,40.6132456,0
952542,-73.8770276,40.67046,0
468488,-73.9228189,40.8427518,1
928796,-73.9311566,40.8116183,0
657150,-73.9285407,40.8120366,0
713816,-73.9353723,40.8334013,3
609754,-73.9629257,40.7583082,0
971716,-73.7597173,40.6686828,0
777818,-73.8864392,40.7216514,0
609099,-73.8039995,40.7602718,2
8197,-73.859184,40.751526,0
523554,-73.8460249,40.78015,1
652280,-73.9845951,40.7541768,0
789839,-74.0035102,40.7205573,3
758255,-73.8103344,40.7552705,0
266304,-73.8866984,40.8153626,1
16784,-73.9027,40.693665,0
961823,-73.9575338,40.7116098,0
812810,-74.1063991,40.581161,0
369700,-73.8166231,40.7522478,0
670343,-73.7926883,40.7156799,0
751890,-74.1126115,40.5676287,0
684376,-73.9388385,40.8372308,0
430261,-73.9334722,40.8386358,0
813386,-73.9421411,40.8378034,0
415456,-73.7486695,40.6942955,1
962369,-73.9564383,40.7431796,1
586936,-73.8948712,40.8239366,0
578986,-73.8093473,40.7066866,0
446039,-74.0210119,40.6334692,0
231507,-73.8666883,40.7536588,0
300555,-73.9479024,40.7698675,0
480020,-73.9405157,40.824757,0
784385,-73.9725262,40.6471122,0
785267,-73.9796099,40.5794435,1
977916,-73.840351,40.7249673,0
355357,-73.7971468,40.7074206,0
724278,-73.9502553,40.6190832,0
394038,-73.997557,40.6401355,1
721485,-73.9988131,40.7230221,0
254702,-73.9435124,40.8359322,0
11463,-73.83516,40.690598,0
989384,-73.9519581,40.7151811,0
615085,-73.9266726,40.635306,0
451364,-73.7806252,40.6675224,1
246447,-73.9435263,40.69603,6
281837,-73.885612,40.7516892,0
568672,-73.836024,40.7635881,0
60228,-73.889962,40.7599331,0
711897,-73.8268476,40.6858375,0
711979,-73.9378107,40.7498984,2
845298,-73.7650163,40.7466024,0
900131,-73.8647387,40.6917127,0
748733,-73.8446926,40.5772982,0
623437,-73.9256233,40.6166737,0
299146,-73.9725472,40.803145,0
211918,-73.9804599,40.6764116,0
740202,-73.7343092,40.6537035,0
220444,-73.872697,40.8976946,0
480815,-73.9553688,40.8044198,0
565122,-73.8322954,40.7519423,0
961326,-73.8175811,40.7158211,0
854046,-73.8371988,40.5798131,0
775702,-73.7465393,40.7560994,0
363835,-73.860329,40.8464259,0
36837,-73.81078,40.73202,0
976888,-73.9843735,40.6835431,0
270029,-73.9540418,40.6388774,0
639320,-73.8894182,40.6569792,0
392921,-73.875385,40.7527627,1
605563,-73.9797284,40.7228913,1
599560,-73.9962697,40.7219516,0
429757,-73.9102422,40.6895998,0
694164,-73.9492435,40.7133192,0
959578,-73.8201646,40.6877898,0
230189,-73.9127186,40.6461217,0
377350,-73.9372821,40.7976786,0
381939,-73.8831727,40.6323716,2
384665,-73.9226143,40.6427335,0
64980,-73.9963405,40.6814746,0
658167,-73.9019877,40.8224416,0
456703,-73.8107713,40.7323251,0
824480,-73.9744105,40.732593,0
215184,-73.9064695,40.7570822,1
238139,-73.9853635,40.6906659,0
7715,-73.82789,40.823174,5
476223,-73.8710008,40.7279234,1
984932,-73.9092172,40.8518022,0
669965,-73.9926138,40.7020602,0
100413,-73.9989518,40.6215615,0
95735,-73.8848479,40.7675706,0
890338,-73.9609211,40.6127578,1
935183,-73.9490836,40.7243366,0
599113,-73.8250104,40.687951,2
93265,-73.9930182,40.6974627,0
263562,-74.1190083,40.6287077,1
745898,-73.7546683,40.6977476,0
389993,-73.9923627,40.6896895,0
279598,-73.8990319,40.83933,0
599543,-73.8846433,40.8566932,0
477138,-73.8857889,40.7474405,0
30612,-74.00923,40.63063,0
54630,-73.8853671,40.7555563,0
364021,-73.9232296,40.6121926,0
535720,-74.0149074,40.6442297,0
694033,-74.1622186,40.5593294,0
476699,-73.7654756,40.6815787,0
728494,-73.9588737,40.8200056,0
821640,-73.9323639,40.5861006,0
43492,-73.7958579,40.7855588,2
872872,-73.7687089,40.7566574,0
43857,-73.887825,40.7672,0
452399,-73.8902362,40.820099,0
754890,-73.9931557,40.7628071,0
782211,-74.0079578,40.7468134,0
43844,-74.1197852,40.5758147,2
517135,-73.9220058,40.654629,0
662860,-74.0778017,40.5792516,0
654546,-73.9464773,40.8115084,0
331,-73.97528,40.696213,0
32853,-73.89274,40.854725,0
414368,-73.925707,40.6353658,0
716096,-74.0061151,40.7237466,0
536949,-73.865914,40.8299313,0
35856,-73.94912,40.58198,2
620536,-74.0036366,40.7236808,0
571295,-74.0014466,40.7212518,0
260182,-73.9224254,40.6812097,0
900133,-73.8638166,40.6876796,0
769402,-73.897427,40.8441785,1
907956,-73.9948955,40.6707918,0
598748,-73.830528,40.69335,2
437091,-73.770304,40.7766534,0
620975,-74.1461729,40.6247492,0
251336,-73.7874917,40.6914231,1
2257,-73.89375,40.710587,0
574580,-73.9118139,40.8617318,0
662914,-74.0166846,40.7047985,0
94926,-73.8154717,40.6767127,0
444857,-73.7571082,40.5971945,0
308378,-73.9265552,40.7550849,1
230280,-73.7777368,40.7630128,2
237412,-73.9849847,40.7842244,0
359531,-73.841197,40.6833523,1
405672,-73.8598452,40.6952339,0
360977,-73.946481,40.6317075,0
748864,-73.993711,40.5780014,0
388563,-73.821356,40.6804988,0
732972,-73.858331,40.6967444,1
843476,-74.0178829,40.627482,0
501441,-73.9492066,40.6953767,0
785485,-73.8460949,40.68424,0
241481,-74.1659207,40.5602903,0
90674,-73.9893933,40.7231754,0
101044,-73.9732655,40.6546496,1
694161,-73.8366192,40.7034211,0
803970,-73.9858588,40.6165212,3
376636,-73.9077223,40.8298241,0
831088,-74.0082406,40.6402038,0
8229,-73.83141,40.8047,2
615871,-73.7310118,40.7215881,0
219879,-73.8841765,40.7594279,0
571601,-73.8307482,40.7557442,0
40766,-74.018845,40.643787,0
282244,-73.9202761,40.8626053,0
657713,-73.9857652,40.7177239,1
221344,-73.9890196,40.7582725,0
299169,-74.2402487,40.5151191,1
249707,-73.9159014,40.6197521,0
386481,-73.9322649,40.6419491,0
697645,-73.871207,40.8396755,0
8428,-73.742516,40.695877,0
84153,-73.9867258,40.5857713,0
99268,-73.9539999,40.6736318,1
407312,-73.9010787,40.8627551,0
571776,-73.8936503,40.6632221,0
724143,-73.8291056,40.6827228,0
689416,-73.9018608,40.8545875,0
254627,-73.8586728,40.8264231,0
407832,-73.8659021,40.6923975,0
43064,-73.8965615,40.8685644,0
444256,-73.8938751,40.8209797,0
939985,-73.9465889,40.7849422,0
713127,-73.9852826,40.6976294,0
53233,-73.8860972,40.7444161,2
687952,-73.9852652,40.5967449,1
465052,-73.8951385,40.835429,0
399412,-73.9884946,40.6419547,1
920322,-74.135748,40.5588504,1
357995,-73.820422,40.789528,1
225898,-73.8727052,40.8244252,0
225844,-73.9120649,40.644521,0
440347,-73.7811617,40.7292122,0
282791,-73.9630763,40.6494399,1
604530,-73.9604221,40.6525571,0
318436,-73.9288392,40.8200157,0
610857,-73.7452672,40.6012998,0
531727,-74.0149074,40.6442297,0
442332,-73.9107412,40.6696841,0
221508,-73.8026224,40.6664063,0
659695,-73.9429266,40.7899496,0
58532,-73.8837134,40.747647,0
984203,-73.9620415,40.6186183,0
588451,-73.8547936,40.7495629,0
218562,-73.9715677,40.6299872,2
797198,-74.0176553,40.6449055,0
837537,-73.9787843,40.7534814,4
227930,-73.7897157,40.7884932,0
249870,-73.9776766,40.7521198,0
753672,-73.787862,40.7518471,0
488443,-73.8487909,40.7387244,1
284347,-73.8610815,40.7058988,0
495198,-74.0931584,40.594257,0
832419,-73.7477788,40.7114374,1
586320,-73.8967071,40.8958056,0
934940,-73.9144963,40.8055605,0
25636,-73.860695,40.89352,0
229859,-73.9985813,40.7642812,0
673680,-73.9689773,40.7542505,0
20722,-73.90506,40.832706,3
24463,-73.89758,40.7493,0
472411,-73.9713978,40.6482565,0
460583,-74.0216122,40.6387712,0
424852,-73.7860951,40.6895019,0
100400,-73.7693497,40.7602845,0
891364,-73.8807926,40.8571285,0
868656,-73.9028208,40.8507348,0
299233,-73.7903844,40.6877531,2
574574,-73.8868423,40.8432985,0
615826,-74.0894424,40.6076902,1
270756,-73.9454833,40.8077723,0
223454,-73.8674268,40.8595649,1
43847,-73.9002192,40.7754338,0
433168,-73.9956963,40.6626948,0
59670,-73.8387425,40.8812664,0
653715,-73.8587678,40.7407984,0
538883,-73.9122102,40.7806064,0
36495,-73.94223,40.689426,1
71503,-73.9108055,40.7079079,0
815955,-73.8590554,40.8334144,1
363955,-73.7432726,40.7525634,0
691672,-73.8185082,40.8366568,0
529991,-73.8856752,40.8788714,1
582685,-73.9611853,40.598312,0
806226,-73.9588584,40.698677,1
774186,-73.8836061,40.7615106,0
256936,-73.8957945,40.8642161,2
366105,-73.883382,40.817352,0
230380,-73.8906229,40.6585778,0
728018,-73.8975198,40.678236,1
845602,-73.987123,40.7659905,0
73917,-73.9322649,40.6419491,2
8206,-73.98113,40.733242,3
43936,-73.9460988,40.74106,0
489452,-74.1200527,40.560394,0
1005107,-73.7675188,40.7604922,1
294785,-73.7674596,40.6037486,0
931036,-73.8149753,40.6866946,0
237835,-73.9531302,40.71076,0
12521,-73.98468,40.724472,0
591634,-73.9900681,40.7466595,0
437856,-73.8556084,40.758306,0
1001602,-73.7668897,40.7082004,2
535060,-74.0081149,40.6437775,0
900669,-73.9895819,40.7398662,1
13166,-73.9537,40.665546,1
339340,-73.8556084,40.758306,0
627958,-74.0102489,40.648707,2
592397,-73.940929,40.8190948,1
654505,-73.8829509,40.828303,0
854083,-74.0004366,40.7287944,2
325978,-73.823019,40.7413979,0
338152,-73.9307664,40.6553345,1
391283,-73.8735956,40.839799,0
732104,-73.9708633,40.6262377,0
212547,-73.7391857,40.6670627,1
542836,-74.0204175,40.645733,0
381370,-73.9496891,40.8302425,1
992051,-73.8641843,40.7497199,0
358059,-73.9067006,40.8781328,0
250761,-73.7638669,40.7263574,0
588431,-73.9726136,40.7590602,0
612883,-73.9476836,40.8302224,1
203173,-73.8457263,40.7412355,1
956851,-73.9579119,40.8212926,0
732439,-73.9118074,40.6975554,0
329455,-74.2389702,40.5327517,0
381369,-73.7899666,40.854751,1
712676,-73.8852401,40.7496522,0
607912,-73.8419172,40.7582606,0
593925,-73.8265417,40.7604644,0
267131,-73.9127392,40.8618642,0
417920,-73.9437986,40.6511064,0
514536,-73.8301393,40.7595695,0
307785,-73.9802671,40.6579365,1
483060,-74.0121932,40.6398549,0
73368,-73.9885376,40.7274022,1
509572,-73.8030082,40.7536992,0
413559,-73.9634925,40.7186686,5
978483,-73.9881767,40.7482897,0
415548,-73.9363409,40.7167794,0
732510,-73.9107412,40.6696841,0
958591,-73.7613336,40.6904688,0
463543,-73.9292434,40.7967405,0
229865,-73.9208682,40.6262526,0
531724,-73.8032324,40.6900183,0
372163,-73.8977368,40.8613524,1
507276,-73.8360403,40.7461367,1
221442,-73.9335895,40.7447332,2
222267,-73.8833095,40.749502,0
546435,-73.9881786,40.7377307,0
997602,-73.8270053,40.8863463,3
274493,-73.8681501,40.7555049,0
599909,-73.982275,40.7515772,0
856776,-73.9059495,40.6345745,1
72258,-73.9824787,40.7182916,0
91309,-73.9551127,40.7128193,0
681401,-73.955191,40.7358671,0
795895,-74.0132627,40.7087321,0
465504,-73.820349,40.6943172,0
802343,-74.1522826,40.5673935,0
762380,-74.1097619,40.5704668,1
817084,-73.9693348,40.7852936,0
50069,-73.950592,40.7140581,0
89933,-74.0053218,40.7284923,0
278939,-73.8968533,40.6757357,0
12763,-74.171684,40.55924,0
587366,-73.958584,40.6817416,1
757866,-73.9406657,40.8347313,0
39834,-73.82971,40.693592,0
20840,-73.83875,40.881264,0
820244,-73.8497345,40.8835566,0
739890,-73.996839,40.7373607,0
437356,-73.9885593,40.7691169,0
607006,-73.9282299,40.6647091,0
16768,-73.90308,40.700436,0
11408,-73.82286,40.82447,1
563329,-73.9279933,40.6568012,0
967980,-73.983365,40.7660449,0
363982,-73.8879967,40.8166622,0
645930,-73.9553688,40.8044198,1
517000,-73.9235855,40.6505183,2
732396,-73.9062406,40.824822,1
526951,-73.9035145,40.8609182,0
452490,-73.9936392,40.7272901,0
3196,-73.84931,40.897724,0
30136,-73.99497,40.634914,0
16243,-73.88621,40.73845,0
59728,-73.907888,40.7366548,2
986537,-73.9053253,40.81547,1
602124,-73.8525757,40.7455061,0
398965,-73.9698248,40.5884279,1
227159,-73.9515724,40.8045253,0
963257,-73.7812662,40.6655171,0
556143,-73.832275,40.7514564,0
524975,-74.0093484,40.7289889,0
239008,-73.9224105,40.7435926,0
995354,-73.9175086,40.5608801,1
828248,-73.9867215,40.7159536,0
960726,-73.9127392,40.8618642,0
359716,-73.8412409,40.8406016,0
265655,-73.929129,40.8599926,1
552963,-73.8666495,40.7496185,0
446980,-73.9253817,40.7619707,1
508065,-73.9229592,40.6841469,0
798984,-73.8920315,40.8171079,0
802390,-73.9617203,40.7203204,0
290434,-73.9113219,40.672196,1
803507,-74.0023315,40.7502089,1
3910,-73.98129,40.59609,0
292937,-73.8926325,40.8700429,2
481195,-73.9585504,40.706881,0
724262,-73.9550764,40.8200975,1
711312,-73.7542692,40.7502487,0
641431,-73.9024678,40.8449733,0
452524,-73.8180315,40.7440404,0
472114,-73.9208649,40.7566785,0
546798,-73.9025894,40.9124681,0
297187,-73.7684813,40.7037681,1
64559,-73.941946,40.6720783,1
977353,-73.8492907,40.5799915,0
694603,-73.749513,40.7058885,0
652262,-73.9567033,40.6741709,2
602442,-73.8096968,40.7867847,0
716966,-73.8657783,40.8595822,0
915601,-73.9450575,40.6891029,2
505602,-73.9397543,40.8156002,0
22508,-73.91375,40.748928,1
258516,-73.9116817,40.7679637,0
480324,-73.9165445,40.6758395,0
673090,-74.1551318,40.5621307,1
628315,-73.9939473,40.7515235,0
814598,-74.0083661,40.7503074,0
742589,-73.9568264,40.8126106,0
724613,-73.9600379,40.608031,1
240286,-73.924054,40.7581766,0
783247,-73.8710743,40.7608056,0
991806,-73.9179524,40.8061229,2
449149,-73.9334126,40.5967567,0
670406,-73.8771311,40.7713758,2
996253,-73.9347815,40.8087865,0
879013,-74.0007037,40.7422546,0
854069,-73.7696774,40.6843183,1
257781,-73.976997,40.6298704,1
250319,-73.9098866,40.7579468,1
554732,-73.7960918,40.7032933,4
504177,-73.868207,40.7522607,0
390002,-73.8855916,40.738325,10
861884,-73.9427541,40.8057427,1
451356,-73.8950867,40.7353916,0
253057,-73.9168551,40.6724994,0
888141,-73.9517381,40.7254356,0
774585,-73.8355565,40.7073282,0
577978,-73.9420297,40.6711863,0
857483,-73.7398107,40.6597135,0
860837,-73.8851276,40.7646768,0
448400,-73.9007185,40.9054676,0
386187,-73.8550445,40.7536639,1
616168,-73.9116661,40.8069664,0
82344,-73.7810144,40.6829186,3
865106,-73.9610689,40.7608574,0
538342,-73.9541633,40.7872263,0
509531,-73.8850947,40.7439732,1
510853,-73.8492773,40.8842422,0
390424,-73.9697999,40.7629131,0
416510,-73.8388964,40.7611454,0
82350,-73.9114377,40.633857,1
334497,-74.0166846,40.7047985,0
602958,-73.9156111,40.820822,1
412124,-73.9859304,40.7008401,0
225847,-73.8938308,40.7604363,0
337257,-73.9862718,40.6921949,0
590934,-73.9342568,40.7121231,0
962297,-73.8514458,40.6874117,0
1009,-73.74815,40.598206,0
249629,-73.9034678,40.7657686,0
91458,-73.9547667,40.632669,0
346197,-73.8565662,40.7124286,0
835151,-73.9092872,40.82699,0
756129,-73.8732802,40.8380117,0
810331,-73.9166193,40.641947,1
681978,-74.0083661,40.7503074,3
638198,-73.831773,40.7644548,0
823898,-73.7576813,40.702239,0
488151,-73.7985458,40.7039893,0
761132,-73.8868337,40.8653906,0
445764,-73.9524386,40.7346885,1
685035,-73.8672585,40.8316236,1
919074,-73.9913755,40.7390869,0
637223,-73.9390407,40.6007425,0
64309,-73.9046588,40.6326356,0
784939,-73.938129,40.8229332,0
22169,-73.96951,40.712616,1
624287,-74.1072246,40.5908082,0
859439,-73.9360169,40.8062963,0
